well_id,lat,lon,district,taluka,specific_yield,sy_source,village,aquifer_type,well_depth,n_observations,first_obs,last_obs
MH7b24c055fc,20.85,74.7833,Dhule,Dhule,0.02,nearest_well,Avdhan,Unconfined,11.6,83,2000-01-15,2023-05-15
MHe711f70153,21.5208,74.9,Dhule,Shirpur,0.02,nearest_well,Boradi,Unconfined,12.0,63,2000-08-15,2022-11-15
MHb9a86b064e,20.95,73.9667,Dhule,Sakri,0.02,nearest_well,Burdi Pada,Unconfined,9.16,82,2000-01-15,2023-05-15
MH47de3a5824,21.2167,74.2333,Dhule,Sakri,0.02,nearest_well,Chadwel,Unconfined,12.5,72,2000-01-15,2022-11-15
MH1f1b06123e,21.0042,73.8561,Dhule,Sakri,0.02,nearest_well,Charanmal,Unconfined,10.0,66,2000-01-15,2022-11-15
MH18edf7d0ea,21.1833,74.6833,Dhule,Shindkhede,0.02,nearest_well,Chimthane,Unconfined,11.0,79,2000-01-15,2023-05-15
MHb6780eac3a,21.0667,74.1639,Dhule,Sakri,0.02,nearest_well,Dahival,Unconfined,9.0,78,2000-01-15,2022-11-15
MHbd5860862e,21.0208,74.7542,Dhule,Dhule,0.02,nearest_well,Deobhane,-,22.2,42,2000-01-15,2012-05-15
MHf0ca68f020,20.9042,74.7667,Dhule,Dhule,0.02,nearest_well,Dhule,Unconfined,9.67,84,2000-01-15,2023-05-15
MHcd24797bdf,20.8875,74.6167,Dhule,Dhule,0.02,nearest_well,Gotane,-,75.0,49,2000-08-15,2016-08-15
MH862425c709,21.2667,75.1089,Dhule,Shirpur,0.02,nearest_well,Hisala,Unconfined,27.0,78,2000-01-15,2023-05-15
MH5b695a1426,20.9722,74.4444,Dhule,Sakri,0.02,nearest_well,Ichhapur,Unconfined,9.35,68,2000-01-15,2023-01-15
MH0b49a4729a,21.3333,74.9131,Dhule,Shirpur,0.02,nearest_well,Kalamsare,Unconfined,60.0,50,2000-01-15,2023-01-15
MH022cb5deeb,20.8208,74.7458,Dhule,Dhule,0.02,nearest_well,Laling,Unconfined,13.1,79,2000-01-15,2023-05-15
MHf8331f0165,21.2458,74.6375,Dhule,Shindkhede,0.02,nearest_well,Methi,Unconfined,13.0,77,2000-01-15,2023-05-15
MHd74d9c32ec,20.8833,74.95,Dhule,Dhule,0.02,nearest_well,Mukti,Unconfined,11.4,83,2000-01-15,2023-05-15
MH57ed9bccca,20.9667,74.775,Dhule,Dhule,0.02,nearest_well,Nangaon,Unconfined,7.95,78,2000-01-15,2022-11-15
MH5c1f6b36b6,21.2167,74.8167,Dhule,Shindkhede,0.02,nearest_well,Nardana,Unconfined,8.75,83,2000-01-15,2023-05-15
MHb41f52b56d,20.9417,74.5167,Dhule,Dhule,0.02,nearest_well,Ner,-,10.9,42,2000-01-15,2012-05-15
MH3b629e917d,20.9492,74.525,Dhule,Dhule,0.02,nearest_well,Ner,Semi-confined,50.0,61,2000-08-15,2023-05-15
MHdc4422bde5,21.525,75.0472,Dhule,Shirpur,0.02,nearest_well,Palasner,Unconfined,9.9,85,2000-01-15,2023-05-15
MHf684eeab17,20.95,74.125,Dhule,Sakri,0.02,nearest_well,Pimpalner,Unconfined,7.0,80,2000-01-15,2023-05-15
MH8246a2bd07,20.7283,74.7,Dhule,Dhule,0.02,nearest_well,Purmepada(Pur),Unconfined,10.5,77,2000-01-15,2023-05-15
MH475aa82a72,20.9833,74.3167,Dhule,Sakri,0.02,nearest_well,Sakri,Unconfined,12.5,85,2000-01-15,2023-05-15
MH326829017b,21.4833,74.9833,Dhule,Shirpur,0.02,nearest_well,Sangivi,Unconfined,7.4,78,2000-01-15,2022-11-15
MH3e70d74126,21.0833,74.7833,Dhule,Dhule,0.02,nearest_well,Songir,-,14.8,48,2000-01-15,2013-11-15
MH17b0f679af,19.4333,80.0667,Gadchiroli,Aheri,0.023,district_modal,Allapalli,Unconfined,12.32,83,2000-01-15,2023-05-15
MHcab9875195,20.4667,79.9833,Gadchiroli,Armori,0.023,district_modal,Armori,-,9.08,58,2000-01-15,2016-05-15
MH2a48dc106a,19.6833,79.7917,Gadchiroli,Chamorshi,0.023,district_modal,Ashti,Unconfined,8.0,71,2000-01-15,2023-05-15
MHd00ce115ec,18.95,79.9833,Gadchiroli,Sironcha,0.023,district_modal,Bamni,Unconfined,9.2,65,2000-01-15,2023-05-15
MHef9858c63d,19.5,79.95,Gadchiroli,Chamorshi,0.023,district_modal,Bori,Unconfined,10.94,78,2000-01-15,2023-05-15
MHfaeb283802,19.9333,79.8833,Gadchiroli,Chamorshi,0.023,measured,Chamorshi,Unconfined,10.5,83,2000-01-15,2023-05-15
MH0faa407a7d,20.55,80.2667,Gadchiroli,Kurkheda,0.023,district_modal,Chandona Tola,Unconfined,9.9,78,2000-01-15,2023-05-15
MHd3f756c76c,20.2083,80.175,Gadchiroli,Dhanora,0.023,district_modal,Chatgaon,Unconfined,13.25,81,2000-01-15,2023-05-15
MH7ea0119f08,19.6,79.85,Gadchiroli,Chamorshi,0.023,measured,Chaudampalli,Unconfined,10.15,82,2000-01-15,2023-05-15
MH6304ffa1d0,19.6033,79.8517,Gadchiroli,Chamorshi,0.023,district_modal,Chaurampalli,Unconfined,30.0,63,2000-05-15,2023-05-15
MH44ee8c31ed,20.4333,80.1833,Gadchiroli,Armori,0.023,district_modal,Delanwadi,Unconfined,9.71,76,2000-01-15,2023-05-15
MH344aa9bab7,20.2667,80.3,Gadchiroli,Dhanora,0.023,district_modal,Dhanora,Unconfined,10.55,75,2000-01-15,2023-05-15
MH20c9c6d658,19.5153,80.1572,Gadchiroli,Aheri,0.023,district_modal,Elchil,Unconfined,9.0,69,2000-01-15,2023-05-15
MHee361d7cb5,20.1833,80.0083,Gadchiroli,Gadchiroli,0.023,measured,Gadchiroli,Unconfined,11.74,84,2000-01-15,2023-05-15
MH50a1a6c25e,20.6264,80.15,Gadchiroli,Kurkheda,0.023,measured,Gowardha,Unconfined,8.0,78,2000-01-15,2022-11-15
MH62e9ec7dcf,19.7917,79.9833,Gadchiroli,Chamorshi,0.023,measured,Ghot,Unconfined,17.5,83,2000-01-15,2022-11-15
MH7c914d5ba3,19.1058,80.1203,Gadchiroli,Aheri,0.023,district_modal,Govindgaon,Unconfined,8.39,66,2000-01-15,2023-05-15
MHf7464ebbe3,20.0653,80.0014,Gadchiroli,Gadchiroli,0.023,district_modal,Govindpur,Unconfined,15.09,83,2000-01-15,2023-05-15
MH5560e199fe,19.6,80.2333,Gadchiroli,Etapalli,0.023,district_modal,Itapalli,Unconfined,14.35,70,2000-01-15,2023-05-15
MHa2840f4982,20.575,79.9708,Gadchiroli,Armori,0.023,district_modal,Khondala,Unconfined,12.41,80,2000-01-15,2023-05-15
MHdc710c12d4,19.7639,79.8144,Gadchiroli,Chamorshi,0.023,measured,Konsari,Unconfined,10.0,81,2000-01-15,2023-05-15
MH704cea2e36,20.6167,80.2083,Gadchiroli,Kurkheda,0.023,measured,Kurkhera,Unconfined,11.14,79,2000-01-15,2023-05-15
MHc10c7a26ba,19.5417,79.9,Gadchiroli,Chamorshi,0.023,district_modal,Lagam,Unconfined,9.5,78,2000-01-15,2023-05-15
MH25a1000b9f,19.6819,79.9972,Gadchiroli,Chamorshi,0.023,district_modal,Mulchera,Unconfined,10.0,78,2000-01-15,2023-05-15
MHfce1bda0e6,19.3,80.0333,Gadchiroli,Aheri,0.023,district_modal,Nandigaon,Unconfined,9.2,69,2000-01-15,2023-05-15
MH8f4e9cd04b,20.3472,80.1819,Gadchiroli,Dhanora,0.023,district_modal,Rangi,Unconfined,11.17,82,2000-01-15,2023-05-15
MH7d43a36b1f,19.1667,80.15,Gadchiroli,Aheri,0.023,district_modal,Repanpalli,Unconfined,14.0,66,2000-01-15,2023-05-15
MHc311b7fb74,20.6272,80.0406,Gadchiroli,Armori,0.023,measured,Shankarpur,Unconfined,12.86,82,2000-01-15,2023-05-15
MHcbb3955ee1,20.5208,80.2333,Gadchiroli,Kurkheda,0.023,district_modal,Sonsari,Unconfined,30.0,51,2000-08-15,2023-05-15
MHc12772434c,19.9833,79.9667,Gadchiroli,Chamorshi,0.023,district_modal,Talodhi Rampur,Unconfined,15.0,82,2000-01-15,2023-05-15
MH201fc874ec,19.2833,80.0833,Gadchiroli,Aheri,0.023,district_modal,Timiram,Unconfined,11.95,69,2000-01-15,2023-05-15
MHf391c8cf6c,19.05,80.0667,Gadchiroli,Aheri,0.023,district_modal,Umanur,Unconfined,16.2,66,2000-01-15,2023-05-15
MH28d82066ea,20.6167,79.9667,Gadchiroli,Armori,0.023,measured,Wadsa,Unconfined,13.55,83,2000-01-15,2023-05-15
MHa5c3ffb485,20.4333,80.0917,Gadchiroli,Armori,0.023,district_modal,Wairagarh,Unconfined,13.67,80,2000-01-15,2023-05-15
MH9f086e088c,19.5333,80.0667,Gadchiroli,Aheri,0.023,district_modal,Yelgur Tola,Unconfined,14.45,79,2000-01-15,2023-05-15
MH9bfacf748b,21.375,80.3833,Gondia,Amgaon,0.023,measured,Amgaon,Unconfined,10.35,86,2000-01-15,2023-08-15
MH95965707e8,20.8222,80.0222,Gondia,Arjuni Morgaon,0.023,district_modal,Arjuni,Unconfined,11.62,78,2000-01-15,2021-08-15
MH66b5c957af,21.4833,80.2667,Gondia,Gondiya,0.023,measured,Asoli,Unconfined,9.95,82,2000-01-15,2023-08-15
MH9d4c4d3b5c,20.8903,79.9986,Gondia,Arjuni Morgaon,0.023,district_modal,Bondgaon,Unconfined,12.8,65,2005-05-15,2023-01-15
MH9ae4aa1f20,21.45,80.25,Gondia,Gondiya,0.023,district_modal,Datora,Unconfined,30.0,65,2000-01-15,2023-08-15
MH6ed789de43,21.0667,80.25,Gondia,Deori,0.023,district_modal,Dongargaon,Unconfined,12.92,71,2000-01-15,2023-01-15
MH63f2dac6cb,21.0758,80.25,Gondia,Deori,0.023,district_modal,Dongargaon,Unconfined,33.0,51,2000-08-15,2023-08-15
MH796dd3fe8d,21.3333,80.2167,Gondia,Goregaon,0.023,measured,Goregaon,Unconfined,11.55,87,2000-01-15,2023-08-15
MH2aebbe06f4,20.7667,80.1333,Gondia,Arjuni Morgaon,0.023,district_modal,Karandli,Unconfined,8.72,44,2000-01-15,2017-05-15
MH021162d3ed,21.0667,80.15,Gondia,Arjuni Morgaon,0.023,district_modal,Kohemara,Unconfined,10.8,78,2000-01-15,2021-08-15
MH63f60b3d6f,21.225,80.2083,Gondia,Goregaon,0.023,measured,Murdoli,Unconfined,10.1,87,2000-01-15,2023-08-15
MHfa819fcd93,21.3464,79.8217,Gondia,Tirora,0.023,measured,Navegaon Ii (Khurd),Unconfined,9.0,82,2000-01-15,2023-08-15
MH2a261a9543,20.9167,80.0833,Gondia,Arjuni Morgaon,0.023,measured,Navegaon,Unconfined,15.9,86,2000-01-15,2023-08-15
MH8dec2061db,21.6139,80.2472,Gondia,Gondiya,0.13,measured,Rajegaon,Unconfined,11.5,82,2000-01-15,2023-08-15
MHfb6c1cbb39,20.9097,79.9403,Gondia,Arjuni Morgaon,0.13,measured,Salebardi,Unconfined,19.25,85,2000-01-15,2023-08-15
MHa16ae9f988,20.95,79.9833,Gondia,Arjuni Morgaon,0.023,measured,Sangadi,Unconfined,14.0,83,2000-01-15,2023-01-15
MH7aae2e2d7b,21.2917,79.9333,Gondia,Tirora,0.023,district_modal,Sarra,-,5.03,74,2000-01-15,2020-11-15
MH86375828ac,21.4958,80.0267,Gondia,Tirora,0.023,measured,Sejgaon,Unconfined,9.95,84,2000-01-15,2023-08-15
MH3a2e9dd390,21.075,80.0917,Gondia,Deori,0.023,measured,Sondad,Unconfined,15.55,83,2000-01-15,2023-08-15
MH2abc90ff20,21.4,79.9333,Gondia,Tirora,0.023,district_modal,Tiroda,Unconfined,11.4,73,2000-01-15,2023-08-15
MHf1c0fa23fb,21.4172,79.9364,Gondia,Tirora,0.023,district_modal,Tiroda,Unconfined,32.2,40,2011-08-15,2023-08-15
MH3dd0ffd65a,19.1444,77.155,Hingoli,Basmath,0.02,nearest_well,Alegaon (Old),Unconfined,13.5,80,2000-01-15,2023-05-15
MH2d0a86f72a,19.2667,77.1333,Hingoli,Basmath,0.02,nearest_well,Babulgaon,Unconfined,10.0,74,2000-01-15,2023-05-15
MH4b94b5d5c6,19.3333,77.15,Hingoli,Basmath,0.02,nearest_well,Basmath,-,9.35,59,2000-01-15,2017-01-15
MHb2ef32fe8e,19.17,77.1333,Hingoli,Basmath,0.02,nearest_well,Churawa,-,20.95,48,2000-01-15,2016-11-15
MHa9ba4e9797,19.7667,76.8,Hingoli,Hingoli,0.02,nearest_well,Hatta,Unconfined,13.5,79,2000-01-15,2023-01-15
MHb319229977,19.7167,77.15,Hingoli,Hingoli,0.02,nearest_well,Hingoli,-,14.85,51,2000-01-15,2017-01-15
MHe0306f58cd,19.9333,77.15,Hingoli,Hingoli,0.13,nearest_well,Kanhergaon,Unconfined,12.5,82,2000-01-15,2023-05-15
MH10ca534b73,19.8167,76.8667,Hingoli,Hingoli,0.02,nearest_well,Kolsa,Unconfined,9.0,76,2000-01-15,2022-11-15
MH150be771dc,20.5069,74.9028,Jalgaon,Chalisgaon,0.02,nearest_well,Adgaon,Unconfined,10.5,73,2000-01-15,2023-05-15
MH7647f3c00e,21.1389,75.9694,Jalgaon,Raver,0.02,nearest_well,Balvadi,Unconfined,19.8,81,2000-01-15,2023-05-15
MHa6a73aeed5,21.0306,75.7819,Jalgaon,Bhusawal,0.02,nearest_well,Bhusawal (New),Unconfined,11.0,78,2000-01-15,2022-11-15
MHa2d2f63375,20.4792,74.9625,Jalgaon,Chalisgaon,0.02,nearest_well,Bilakhed,-,72.0,47,2000-08-15,2014-01-15
MH92496f7033,20.3717,75.0522,Jalgaon,Chalisgaon,0.02,nearest_well,Bodar,Unconfined,25.0,81,2000-01-15,2023-05-15
MH185de1f4db,20.8833,75.9833,Jalgaon,Bhusawal,0.02,nearest_well,Bodwad,Unconfined,19.9,83,2000-01-15,2023-05-15
MHe27c3b5897,20.4667,75.025,Jalgaon,Chalisgaon,0.02,nearest_well,Chalisgaon,-,12.66,53,2000-01-15,2014-01-15
MHcd705de726,21.25,75.3,Jalgaon,Chopda,0.02,nearest_well,Chopda,Unconfined,14.0,76,2000-01-15,2022-08-15
MHfc566b7db6,21.2089,75.5125,Jalgaon,Chopda,0.02,nearest_well,Dhanora,Unconfined,64.0,70,2003-05-15,2023-05-15
MH8a6df4a43d,21.0194,75.2667,Jalgaon,Erandol,0.02,nearest_well,Dharangaon,Unconfined,10.2,82,2000-01-15,2023-05-15
MHfa35cf3d18,20.9167,75.3333,Jalgaon,Erandol,0.02,nearest_well,Erandol,Unconfined,7.9,80,2000-01-15,2023-05-15
MHf76c20a537,21.2417,75.175,Jalgaon,Chopda,0.02,nearest_well,Hated Budruk,Unconfined,11.4,76,2000-01-15,2023-05-15
MH18a5ff3352,20.5375,75.1181,Jalgaon,Chalisgaon,0.02,nearest_well,Higone,-,12.8,48,2000-01-15,2015-05-15
MH522af3f8e9,20.825,75.3,Jalgaon,Erandol,0.02,nearest_well,Kasoda,Unconfined,7.0,84,2000-01-15,2023-05-15
MH84d399f2af,20.5667,74.95,Jalgaon,Chalisgaon,0.02,nearest_well,Mahunbare,-,10.9,54,2000-01-15,2014-01-15
MHda899fd054,20.8583,75.025,Jalgaon,Parola,0.02,nearest_well,Mondhale,Unconfined,7.2,82,2000-01-15,2023-05-15
MH5f2b74721b,20.8739,75.4403,Jalgaon,Erandol,0.02,nearest_well,Nagduli,-,30.0,40,2000-01-15,2014-01-15
MH6dec6c6f89,21.0042,75.6583,Jalgaon,Jalgaon,0.02,nearest_well,Naseerabad,Unconfined,19.4,84,2000-01-15,2023-05-15
MH1063d3a686,20.5806,75.175,Jalgaon,Pachora,0.02,nearest_well,Pasardi,Unconfined,10.1,80,2000-01-15,2023-05-15
MH2f16379a16,20.9917,75.3833,Jalgaon,Erandol,0.02,nearest_well,Pimpalkotha,Unconfined,10.5,80,2000-01-15,2023-05-15
MHb686493d6c,21.2472,76.0344,Jalgaon,Raver,0.02,nearest_well,Raver,Unconfined,34.25,65,2005-01-15,2023-05-15
MH23abd8040e,20.8528,75.1,Jalgaon,Parola,0.02,nearest_well,Sadavan Bk.,-,9.0,48,2001-01-15,2014-05-15
MH5ba51c9a8c,20.7306,75.1,Jalgaon,Parola,0.02,nearest_well,Talwade Kd,Unconfined,11.5,81,2000-01-15,2023-05-15
MH83aa9e1da2,21.0167,75.9125,Jalgaon,Bhusawal,0.02,nearest_well,Varangaon,-,13.7,41,2000-01-15,2014-11-15
MHeca793c9f2,20.6531,75.4453,Jalgaon,Pachora,0.02,nearest_well,Varkhedi,-,7.2,48,2000-01-15,2014-01-15
MHf73e4d740e,19.6,75.7833,Jalna,Ambad,0.02,nearest_well,Ambad,Unconfined,10.15,83,2000-01-15,2023-05-15
MH0b38675bef,19.8697,75.7133,Jalna,Jalna,0.02,nearest_well,Badnapur,Unconfined,18.0,63,2005-08-15,2023-05-15
MH69e0a90186,20.2667,75.7667,Jalna,Bhokardan,0.02,nearest_well,Bhokardhan,Unconfined,30.0,63,2000-01-15,2023-05-15
MHc04b9c4161,19.5167,75.6917,Jalna,Ambad,0.02,nearest_well,Dungaon,-,16.0,51,2000-01-15,2014-01-15
MHebdcfaaae7,20.2,76.0167,Jalna,Jafferabad,0.02,nearest_well,Jafrabad,Unconfined,16.5,85,2000-01-15,2023-05-15
MHbdf3abfe44,19.8333,75.8833,Jalna,Jalna,0.02,nearest_well,Jalna,-,12.69,46,2000-01-15,2014-11-15
MH32820e9f0c,19.8167,75.9833,Jalna,Jalna,0.02,nearest_well,Kalegaon,Unconfined,18.0,82,2000-01-15,2023-05-15
MHd8eb309ba5,20.05,75.8989,Jalna,Bhokardan,0.02,nearest_well,Longaon,Unconfined,14.95,81,2000-01-15,2023-05-15
MHef09403b28,19.65,76.3833,Jalna,Partur,0.02,nearest_well,Mantha,Unconfined,17.0,84,2000-01-15,2023-05-15
MH6627da68bd,19.9167,76.0389,Jalna,Jalna,0.02,nearest_well,Navha,Unconfined,10.27,71,2000-01-15,2023-05-15
MH5d2af018e2,19.7917,76.3922,Jalna,Partur,0.02,nearest_well,Naygaon,Unconfined,30.0,56,2003-08-15,2023-05-15
MHde8d2497f5,19.6569,76.1222,Jalna,Ambad,0.02,nearest_well,Ranjani,-,12.3,47,2000-01-15,2014-11-15
MH3898843538,19.7569,75.8444,Jalna,Jalna,0.02,nearest_well,Samangaon,Unconfined,12.0,83,2000-01-15,2023-05-15
MHaf458f62df,19.8319,76.2611,Jalna,Jalna,0.02,nearest_well,Sevli,-,8.3,45,2000-01-15,2015-01-15
MH1edfa32784,19.3667,75.7111,Jalna,Ambad,0.02,nearest_well,Shahagad,Unconfined,16.0,68,2000-01-15,2018-01-15
MH9f634b9a13,19.475,76.2333,Jalna,Partur,0.02,nearest_well,Shreshti,Unconfined,13.0,76,2000-01-15,2023-05-15
MHb5909c98af,19.8667,75.7667,Jalna,Jalna,0.02,nearest_well,Silegaon,-,14.95,48,2000-01-15,2013-08-15
MHd4f9226ae9,20.0764,75.6583,Jalna,Bhokardan,0.02,nearest_well,Talegaon,Unconfined,12.5,73,2000-01-15,2023-05-15
MHa3b52e77c0,19.8833,76.4444,Jalna,Partur,0.02,nearest_well,Talni,Unconfined,8.25,80,2000-01-15,2023-05-15
MHfee601d86a,19.4583,75.93,Jalna,Ambad,0.02,nearest_well,Tirthpuri,Unconfined,14.19,79,2000-01-15,2023-05-15
MH39b9c4d995,19.4675,75.7417,Jalna,Ambad,0.02,nearest_well,Wadigodri,Unconfined,30.0,50,2005-01-15,2023-05-15
MHd5157f19aa,20.3667,75.7917,Jalna,Bhokardan,0.02,nearest_well,Wakdi,Unconfined,12.0,65,2000-01-15,2023-05-15
MH329fbc00f1,20.2667,76.1333,Jalna,Jafferabad,0.02,nearest_well,Warud,Unconfined,23.39,68,2000-01-15,2023-05-15
MHe4dcc1f290,19.6792,76.2778,Jalna,Partur,0.02,nearest_well,Watur,Unconfined,14.5,73,2000-01-15,2020-01-15
MH54226dacc8,16.1167,74.2,Kolhapur,Ajra,0.02,measured,Ajra,Unconfined,12.5,80,2000-01-15,2023-05-15
MHcc96ecd63e,16.9678,73.8069,Kolhapur,Shahuwadi,0.02,measured,Amba,Unconfined,10.5,78,2000-01-15,2023-05-15
MH0da41ebb91,16.6042,73.8917,Kolhapur,Bavda,0.02,measured,Aslaj,Unconfined,8.6,83,2000-01-15,2023-05-15
MHb9ab499523,16.2408,74.3517,Kolhapur,Gadhinglaj,0.02,measured,Gadinglaj,Unconfined,9.9,80,2000-01-15,2023-05-15
MH5300837c21,16.5417,73.8294,Kolhapur,Bavda,0.02,district_modal,Gagan Bauda,Unconfined,12.0,55,2001-11-15,2023-05-15
MHeb8682c2eb,16.6417,74.275,Kolhapur,Karvir,0.02,district_modal,Gokul Shirgaon,Unconfined,10.6,77,2000-01-15,2023-05-15
MH3cba456d3c,16.1694,74.4694,Kolhapur,Gadhinglaj,0.02,measured,Halkarne,Unconfined,8.8,82,2000-01-15,2023-05-15
MH4e24c6ced1,15.8972,74.3403,Kolhapur,Chandgad,0.023,measured,Karve,Unconfined,11.26,82,2000-01-15,2023-05-15
MH10dea44afe,16.4486,74.0653,Kolhapur,Radhanagari,0.02,district_modal,Khindi Varvade,-,5.91,40,2000-01-15,2017-11-15
MH1ba9477f45,16.8703,74.2975,Kolhapur,Hatkanangale,0.02,measured,Kini Wathar,Unconfined,14.88,85,2000-01-15,2023-05-15
MH434c449bec,16.3833,74.1833,Kolhapur,Bhudargad,0.02,measured,Murgud,Unconfined,7.3,74,2000-01-15,2023-05-15
MHf48c878266,15.9333,74.25,Kolhapur,Chandgad,0.023,measured,Naganwadi,Unconfined,9.65,84,2000-01-15,2023-05-15
MHf96f932a11,16.0567,74.3306,Kolhapur,Gadhinglaj,0.02,measured,Nesari,Unconfined,12.5,78,2000-01-15,2023-05-15
MH24841e4aab,16.2333,74.05,Kolhapur,Bhudargad,0.02,measured,Nitawade,Unconfined,14.84,81,2000-01-15,2023-05-15
MH07a372803d,16.8417,74.0833,Kolhapur,Panhala,0.02,measured,Paijarwadi,Unconfined,15.0,77,2000-01-15,2023-05-15
MH827e69cb98,16.8167,74.1,Kolhapur,Panhala,0.02,measured,Panhala,Unconfined,11.5,82,2000-01-15,2023-05-15
MH08e1a78f18,16.7,74.0167,Kolhapur,Bavda,0.02,measured,Partangale,Unconfined,6.5,81,2000-01-15,2023-05-15
MHf805d0afe7,15.8675,74.2333,Kolhapur,Chandgad,0.018,measured,Patne,Unconfined,10.62,79,2000-01-15,2023-05-15
MH81983cdb4c,16.2972,74.2167,Kolhapur,Bhudargad,0.02,measured,Pimpalgaon,Unconfined,8.3,83,2000-01-15,2023-05-15
MH1de00cd498,16.7819,74.0794,Kolhapur,Panhala,0.02,district_modal,Pimpli Tarf Thane,-,6.8,51,2000-01-15,2015-01-15
MHd5a7a7ec6e,16.4083,73.9958,Kolhapur,Radhanagari,0.02,measured,Radhanagari,Unconfined,10.15,85,2000-01-15,2023-05-15
MH65ea0abbef,16.4944,74.1306,Kolhapur,Radhanagari,0.02,measured,Shelewadi,Unconfined,12.14,81,2000-01-15,2023-05-15
MH267042c3a3,16.6667,74.4833,Kolhapur,Hatkanangale,0.02,measured,Shiradwad,Unconfined,14.7,82,2000-01-15,2023-05-15
MHc7e6d97e79,16.7333,74.2833,Kolhapur,Hatkanangale,0.02,district_modal,Shiroli,Unconfined,11.2,71,2000-11-15,2022-08-15
MH48c235d68e,16.4139,74.2389,Kolhapur,Kagal,0.02,measured,Surupali,Unconfined,9.3,78,2000-01-15,2023-05-15
MH380b6910b1,15.8375,74.375,Kolhapur,Chandgad,0.02,district_modal,Surute,Unconfined,18.0,72,2000-01-15,2023-05-15
MH7ea52e6277,16.7811,73.9861,Kolhapur,Panhala,0.02,district_modal,Undri,Unconfined,9.0,76,2000-01-15,2023-05-15
MH2d36d106b8,16.2583,74.2542,Kolhapur,Bhudargad,0.02,measured,Authur,Unconfined,16.65,82,2000-01-15,2023-05-15
MH65916330f3,16.8833,74.0447,Kolhapur,Shahuwadi,0.02,district_modal,Wadicharan,-,5.4,40,2000-01-15,2015-01-15
MH5a206130d8,16.6403,74.1792,Kolhapur,Karvir,0.02,measured,Washi,Unconfined,9.43,83,2000-01-15,2023-05-15
MHf6cb862087,18.7,76.9333,Latur,Ahmadpur,0.02,nearest_well,Ahmadpur,Unconfined,15.04,84,2000-01-15,2023-01-15
MH5bf508ce30,18.4592,76.7569,Latur,Ahmadpur,0.02,nearest_well,Ashta,Unconfined,22.5,83,2000-01-15,2023-05-15
MHbb9c9e9e1c,18.0567,76.9278,Latur,Nilanga,0.02,nearest_well,Aurad Shahajani,Semi-confined,81.0,46,2003-11-15,2023-05-15
MHba9cdee59b,18.25,76.5,Latur,Ausa,0.02,nearest_well,Ausa,Unconfined,14.34,81,2000-01-15,2023-05-15
MHda783fd090,18.1722,76.4078,Latur,Ausa,0.02,nearest_well,Belkund,-,10.0,52,2000-01-15,2015-11-15
MH55d878bdcc,18.2675,76.3967,Latur,Ausa,0.02,nearest_well,Bhada,Unconfined,11.0,81,2000-01-15,2023-05-15
MH4f65b5a79b,18.4083,76.3139,Latur,Latur,0.02,nearest_well,Borgaon Kale,Unconfined,15.4,83,2000-01-15,2023-05-15
MHcd25a72cd5,18.3,76.5333,Latur,Ausa,0.02,nearest_well,Budhoda,Unconfined,21.4,82,2000-01-15,2023-05-15
MHc34c696d91,18.575,76.9139,Latur,Ahmadpur,0.02,nearest_well,Chapoli,Unconfined,22.8,83,2000-01-15,2023-01-15
MH8ab84c991b,18.2667,77.0833,Latur,Udgir,0.02,nearest_well,Deoni,Unconfined,17.75,79,2000-01-15,2023-05-15
MH766a3b325b,18.525,77.0417,Latur,Udgir,0.02,nearest_well,Handerguli,Unconfined,50.0,60,2001-11-15,2023-01-15
MH8fe50866d8,18.63,77.1967,Latur,Udgir,0.02,nearest_well,Jalkot,Unconfined,32.0,77,2000-01-15,2023-05-15
MHfecff7e451,17.9167,76.7667,Latur,Nilanga,0.02,nearest_well,Kasar Sirsi,Unconfined,12.45,82,2000-01-15,2023-05-15
MHe3e7460cde,18.1861,76.8056,Latur,Nilanga,0.02,nearest_well,Kelgaon,Unconfined,16.9,84,2000-01-15,2023-05-15
MHc3fc0fe11a,18.7611,76.7722,Latur,Ahmadpur,0.02,nearest_well,Kingaon,Unconfined,23.75,83,2000-01-15,2023-05-15
MH288b40501d,18.1167,76.5833,Latur,Ausa,0.02,nearest_well,Lamjana Phata,Unconfined,17.47,82,2000-01-15,2023-05-15
MH62b2d9c808,18.4,76.5833,Latur,Latur,0.02,nearest_well,Latur,-,11.0,50,2000-01-15,2014-11-15
MH1fd878cda2,18.4472,76.7306,Latur,Ahmadpur,0.02,nearest_well,Mahalangra,Unconfined,15.0,77,2000-01-15,2023-05-15
MHd8fc66d44f,18.3167,77.15,Latur,Udgir,0.02,nearest_well,Mogha,Unconfined,19.18,81,2000-01-15,2023-05-15
MH45cb5f35a8,18.4,76.4,Latur,Latur,0.02,nearest_well,Murud-Akola,Unconfined,19.0,84,2000-01-15,2023-05-15
MH1ccc5c79f9,18.4,76.2333,Latur,Latur,0.02,nearest_well,Murud,Unconfined,11.0,82,2000-01-15,2023-05-15
MHf9a5dcfc99,18.4142,77.1858,Latur,Udgir,0.02,nearest_well,Nagalgaon,Semi-confined,62.25,61,2003-08-15,2023-05-15
MH932343a985,18.2819,76.6708,Latur,Nilanga,0.02,nearest_well,Panchincholi,Unconfined,23.92,81,2000-01-15,2023-05-15
MHc3c18be39b,18.3464,76.8903,Latur,Nilanga,0.02,nearest_well,Panderwadi,Unconfined,16.0,76,2000-01-15,2023-01-15
